Comm 0,Comm 1
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
7.0,7.0
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
-0.016,29.9933
